"Country_Name","Market_Year","Domestic.Consumption","Population","Consumption.per.Capita","alpha.3"
"Angola",1988,45,11068050,0.00406575684063588,"AGO"
"Angola",1989,43,11454777,0.00375389237171531,"AGO"
"Angola",1990,45,11848386,0.00379798564969102,"AGO"
"Angola",1991,45,12248901,0.00367379898000645,"AGO"
"Angola",1992,51,12657366,0.00402927433717252,"AGO"
"Angola",1993,59,13075049,0.00451241138752138,"AGO"
"Angola",1994,27,13503747,0.00199944504292031,"AGO"
"Angola",1995,74,13945206,0.00530648310250849,"AGO"
"Angola",1996,52,14400719,0.00361093081532943,"AGO"
"Angola",1997,38,14871570,0.0025552110503464,"AGO"
"Angola",1998,10,15359601,0.000651058578930533,"AGO"
"Angola",1999,25,15866869,0.0015756101597612,"AGO"
"Angola",2000,20,16395473,0.00121984891805195,"AGO"
"Angola",2001,20,16945753,0.00118023672362037,"AGO"
"Angola",2002,20,17519417,0.00114159049927289,"AGO"
"Angola",2003,20,18121479,0.00110366267565688,"AGO"
"Angola",2004,15,18758145,0.000799652630897138,"AGO"
"Angola",2005,20,19433602,0.00102914529174777,"AGO"
"Angola",2006,25,20149901,0.00124070088483313,"AGO"
"Angola",2007,25,20905363,0.00119586538631259,"AGO"
"Angola",2008,31,21695634,0.00142885891235075,"AGO"
"Angola",2009,31,22514281,0.00137690384161058,"AGO"
"Angola",2010,31,23356246,0.00132726808922975,"AGO"
"Angola",2011,26,24220661,0.00107346368457905,"AGO"
"Angola",2012,30,25107931,0.00119484158212797,"AGO"
"Angola",2013,22,26015780,0.00084564060735446,"AGO"
"Angola",2014,27,26941779,0.00100216099315491,"AGO"
"Angola",2015,24,27884381,0.00086069688977496,"AGO"
"Angola",2016,13,28842484,0.000450724008375978,"AGO"
"Angola",2017,14,29816748,0.000469534772873286,"AGO"
"Angola",2018,13,30809762,0.000421944187689603,"AGO"
"Argentina",2003,591,38087868,0.0155167519484157,"ARG"
"Argentina",2004,672,38491972,0.0174581858263848,"ARG"
"Argentina",2005,666,38892931,0.0171239344239703,"ARG"
"Argentina",2006,661,39289878,0.0168236714809855,"ARG"
"Argentina",2007,686,39684295,0.0172864353518186,"ARG"
"Argentina",2008,700,40080160,0.01746500013972,"ARG"
"Argentina",2009,685,40482788,0.0169207713658457,"ARG"
"Argentina",2010,745,40788453,0.0182649731775804,"ARG"
"Argentina",2011,810,41261490,0.0196308955396424,"ARG"
"Argentina",2012,750,41733271,0.0179712728484666,"ARG"
"Argentina",2013,835,42202935,0.0197853537911522,"ARG"
"Argentina",2014,685,42669500,0.0160536214392013,"ARG"
"Argentina",2015,710,43131966,0.0164611091458247,"ARG"
"Argentina",2016,741,43590368,0.0169991682566204,"ARG"
"Argentina",2017,754,44044811,0.0171189291741994,"ARG"
"Argentina",2018,775,44494502,0.0174178823262254,"ARG"
"Australia",2003,855,19895400,0.0429747579842577,"AUS"
"Australia",2004,915,20127400,0.0454604171428004,"AUS"
"Australia",2005,1010,20394800,0.0495224272853865,"AUS"
"Australia",2006,1130,20697900,0.0545949105947946,"AUS"
"Australia",2007,1145,20827600,0.0549751291555436,"AUS"
"Australia",2008,1245,21249200,0.0585904410518984,"AUS"
"Australia",2009,1340,21691700,0.0617747802154741,"AUS"
"Australia",2010,1395,22031750,0.0633177119384525,"AUS"
"Australia",2011,1445,22340024,0.0646821149341648,"AUS"
"Australia",2012,1600,22733465,0.0703808240406819,"AUS"
"Australia",2013,1660,23128129,0.0717740721698673,"AUS"
"Australia",2014,1615,23475686,0.0687945817642986,"AUS"
"Australia",2015,1775,23815995,0.0745297435609975,"AUS"
"Australia",2016,1785,24190907,0.0737880559831841,"AUS"
"Australia",2017,1730,24601860,0.0703198863825743,"AUS"
"Australia",2018,1900,24982688,0.0760526649494242,"AUS"
"Benin",1961,1,2465867,0.000405536876076447,"BEN"
"Benin",1962,1,2502896,0.000399537176135165,"BEN"
"Benin",1963,1,2542859,0.000393258139755291,"BEN"
"Benin",1964,1,2585965,0.000386702836271953,"BEN"
"Benin",1965,1,2632356,0.000379887826722525,"BEN"
"Benin",1966,1,2682159,0.000372833974421352,"BEN"
"Benin",1967,1,2735307,0.00036558967604002,"BEN"
"Benin",1968,1,2791590,0.000358218792874312,"BEN"
"Benin",1969,1,2850661,0.000350795832966459,"BEN"
"Benin",1970,1,2912340,0.000343366502537478,"BEN"
"Benin",1971,1,2976572,0.000335956933008844,"BEN"
"Benin",1972,1,3043567,0.00032856184864667,"BEN"
"Benin",1973,1,3113675,0.00032116389796623,"BEN"
"Benin",1974,1,3187412,0.000313734151719326,"BEN"
"Benin",1975,1,3265165,0.000306263236314244,"BEN"
"Benin",1976,1,3347173,0.000298759580099385,"BEN"
"Benin",1977,1,3433439,0.000291253172111111,"BEN"
"Benin",1978,1,3523938,0.000283773437557641,"BEN"
"Benin",1979,1,3618526,0.000276355621045696,"BEN"
"Benin",1980,1,3717165,0.000269022225271141,"BEN"
"Benin",1981,1,3820128,0.00026177133331658,"BEN"
"Benin",1982,1,3927714,0.000254601022375865,"BEN"
"Benin",1983,1,4039949,0.000247527877208351,"BEN"
"Benin",1984,1,4156819,0.000240568569379615,"BEN"
"Benin",1985,1,4278501,0.000233726718773701,"BEN"
"Benin",1986,1,4404506,0.000227040217450039,"BEN"
"Benin",1987,1,4535263,0.000220494379267531,"BEN"
"Benin",1988,1,4672852,0.000214002069828019,"BEN"
"Benin",1989,1,4820016,0.000207468190976959,"BEN"
"Benin",1990,1,4978496,0.000200863875355127,"BEN"
"Benin",1991,1,5149499,0.000194193648741363,"BEN"
"Benin",1992,1,5331803,0.000187553816223143,"BEN"
"Benin",1993,1,5521763,0.000181101579332543,"BEN"
"Bolivia",1961,11,3728964,0.00294988098571078,NA
"Bolivia",1962,12,3802990,0.00315541192587937,NA
"Bolivia",1963,12,3879192,0.00309342770350114,NA
"Bolivia",1964,13,3957757,0.00328468877700172,NA
"Bolivia",1965,13,4038872,0.00321872047442949,NA
"Bolivia",1966,14,4122517,0.00339598357023149,NA
"Bolivia",1967,15,4208676,0.00356406622890429,NA
"Bolivia",1968,16,4297517,0.00372308009485477,NA
"Bolivia",1969,17,4389246,0.0038731025784383,NA
"Bolivia",1970,18,4484004,0.0040142693895902,NA
"Bolivia",1971,20,4581740,0.00436515384984744,NA
"Bolivia",1972,22,4682390,0.00469845527604493,NA
"Bolivia",1973,24,4785923,0.00501470667204633,NA
"Bolivia",1974,26,4892293,0.00531448136896134,NA
"Bolivia",1975,29,5001419,0.00579835442701361,NA
"Bolivia",1976,29,5113456,0.00567131114455664,NA
"Bolivia",1977,28,5228252,0.00535551844096268,NA
"Bolivia",1978,31,5344939,0.00579987910058468,NA
"Bolivia",1979,33,5462419,0.00604127951370995,NA
"Bolivia",1980,34,5579935,0.00609326094300382,NA
"Bolivia",1981,34,5697096,0.00596795279559972,NA
"Bolivia",1982,35,5814345,0.00601959464049691,NA
"Bolivia",1983,36,5932810,0.00606795093724559,NA
"Bolivia",1984,35,6054123,0.00578118416160359,NA
"Bolivia",1985,37,6179460,0.00598757820262612,NA
"Bolivia",1986,38,6309130,0.00602301743663548,NA
"Bolivia",1987,41,6442831,0.00636366218514811,NA
"Bolivia",1988,42,6580312,0.00638267607979682,NA
"Bolivia",1989,43,6721115,0.00639774799270657,NA
"Bolivia",1990,44,6864842,0.00640947016697544,NA
"Bolivia",1991,45,7011453,0.00641807054828721,NA
"Bolivia",1992,30,7160920,0.00418940583053574,NA
"Bolivia",1993,30,7312850,0.00410236774991966,NA
"Bolivia",1994,35,7466793,0.004687420690516,NA
"Bolivia",1995,35,7622338,0.00459176698802913,NA
"Bolivia",1996,40,7779267,0.00514187262116084,NA
"Bolivia",1997,40,7937458,0.00503939674389458,NA
"Bolivia",1998,45,8096761,0.00555777798060237,NA
"Bolivia",1999,45,8257066,0.00544987771685487,NA
"Bolivia",2000,60,8418264,0.00712736022533862,NA
"Bolivia",2001,60,8580235,0.00699281546484449,NA
"Bolivia",2002,60,8742814,0.00686277896338639,NA
"Bolivia",2003,60,8905823,0.00673716511096167,NA
"Bolivia",2004,80,9069039,0.00882122130029433,NA
"Bolivia",2005,80,9232306,0.00866522405128253,NA
"Bolivia",2006,80,9395446,0.00851476342900593,NA
"Bolivia",2007,80,9558439,0.0083695674576152,NA
"Bolivia",2008,80,9721454,0.00822922167815637,NA
"Bolivia",2009,80,9884781,0.00809324961271272,NA
"Bolivia",2010,75,10048590,0.00746373371786489,NA
"Bolivia",2011,75,10212954,0.00734361478569276,NA
"Bolivia",2012,68,10377676,0.00655252678923489,NA
"Bolivia",2013,59,10542376,0.0055964613669632,NA
"Bolivia",2014,62,10706517,0.00579086550742879,NA
"Bolivia",2015,55,10869730,0.0050599232915629,NA
"Bolivia",2016,49,11031813,0.0044416996553513,NA
"Bolivia",2017,54,11192854,0.00482450677905742,NA
"Bolivia",2018,59,11353142,0.00519679926490834,NA
"Brazil",1961,9001,74311343,0.121125519155265,"BRA"
"Brazil",1962,13220,76514328,0.172778097195077,"BRA"
"Brazil",1963,6741,78772657,0.0855753792842103,"BRA"
"Brazil",1964,9520,81064571,0.117437246414343,"BRA"
"Brazil",1965,8131,83373530,0.097524957861326,"BRA"
"Brazil",1966,8100,85696505,0.094519607304872,"BRA"
"Brazil",1967,8620,88035814,0.0979146963984453,"BRA"
"Brazil",1968,8750,90387079,0.0968058719985851,"BRA"
"Brazil",1969,8750,92746614,0.0943430667991826,"BRA"
"Brazil",1970,8740,95113265,0.0918904424109508,"BRA"
"Brazil",1971,8890,97482920,0.0911954627538855,"BRA"
"Brazil",1972,8829,99859383,0.0884143255721899,"BRA"
"Brazil",1973,7000,102259497,0.0684532997458417,"BRA"
"Brazil",1974,7000,104706198,0.0668537310465614,"BRA"
"Brazil",1975,7500,107216205,0.0699521121830417,"BRA"
"Brazil",1976,8000,109790938,0.0728657587386675,"BRA"
"Brazil",1977,7500,112425392,0.0667109081549833,"BRA"
"Brazil",1978,7500,115121153,0.0651487568057975,"BRA"
"Brazil",1979,8000,117878411,0.0678665408884753,"BRA"
"Brazil",1980,8000,120694009,0.066283323143239,"BRA"
"Brazil",1981,7975,123570327,0.0645381475764809,"BRA"
"Brazil",1982,8000,126498314,0.0632419496120715,"BRA"
"Brazil",1983,7600,129448819,0.0587104622406791,"BRA"
"Brazil",1984,8000,132383568,0.0604304606746964,"BRA"
"Brazil",1985,9500,135274080,0.0702277923457325,"BRA"
"Brazil",1986,8800,138108912,0.0637178287234643,"BRA"
"Brazil",1987,8000,140891602,0.0567812409429485,"BRA"
"Brazil",1988,8000,143627503,0.0556996385295371,"BRA"
"Brazil",1989,8000,146328304,0.0546715828811902,"BRA"
"Brazil",1990,8000,149003223,0.0536901138037799,"BRA"
"Brazil",1991,9000,151648011,0.0593479594005358,"BRA"
"Brazil",1992,9000,154259380,0.0583432916688762,"BRA"
"Brazil",1993,8500,156849078,0.0541922216463395,"BRA"
"Brazil",1994,9400,159432716,0.0589590407529657,"BRA"
"Brazil",1995,9700,162019896,0.0598691903863461,"BRA"
"Brazil",1996,10500,164614688,0.0637853166541251,"BRA"
"Brazil",1997,11000,167209040,0.0657859168379891,"BRA"
"Brazil",1998,11500,169785250,0.0677326210610168,"BRA"
"Brazil",1999,12500,172318675,0.0725400192405147,"BRA"
"Brazil",2000,12800,174790340,0.0732305915761706,"BRA"
"Brazil",2001,13100,177196054,0.0739294115432164,"BRA"
"Brazil",2002,13700,179537520,0.0763071696657055,"BRA"
"Brazil",2003,13500,181809246,0.0742536493441043,"BRA"
"Brazil",2004,14400,184006481,0.07825811309331,"BRA"
"Brazil",2005,15500,186127103,0.0832764264321032,"BRA"
"Brazil",2006,15915,188167356,0.0845789638453548,"BRA"
"Brazil",2007,16720,190130443,0.0879396257442055,"BRA"
"Brazil",2008,17390,192030362,0.0905585961453325,"BRA"
"Brazil",2009,18030,193886508,0.0929925459279508,"BRA"
"Brazil",2010,18760,195713635,0.0958543332967067,"BRA"
"Brazil",2011,19420,197514534,0.0983218784294628,"BRA"
"Brazil",2012,20025,199287296,0.100483073441872,"BRA"
"Brazil",2013,20110,201035903,0.10003188335966,"BRA"
"Brazil",2014,20210,202763735,0.0996726559608897,"BRA"
"Brazil",2015,20420,204471769,0.0998670872750164,"BRA"
"Brazil",2016,20855,206163058,0.101157793264786,"BRA"
"Brazil",2017,21625,207833831,0.104049470175046,"BRA"
"Brazil",2018,22420,209469333,0.107032374042075,"BRA"
"Burundi",1961,1,2852438,0.000350577295632718,"BDI"
"Burundi",1962,1,2907321,0.000343959266967769,"BDI"
"Burundi",1963,1,2964427,0.000337333319390223,"BDI"
"Burundi",1964,1,3026290,0.000330437598511709,"BDI"
"Burundi",1965,1,3094379,0.000323166619215035,"BDI"
"Burundi",1966,1,3170490,0.00031540865922933,"BDI"
"Burundi",1967,1,3253218,0.000307387946334983,"BDI"
"Burundi",1968,1,3336927,0.000299676918314365,"BDI"
"Burundi",1969,1,3413904,0.000292919777474703,"BDI"
"Burundi",1970,1,3479074,0.000287432805395919,"BDI"
"Burundi",1971,1,3529997,0.00028328635973345,"BDI"
"Burundi",1972,1,3569666,0.000280138253831031,"BDI"
"Burundi",1973,1,3605126,0.000277382815468863,"BDI"
"Burundi",1974,1,3646431,0.000274240757606547,"BDI"
"Burundi",1975,1,3700880,0.000270206005058256,"BDI"
"Burundi",1976,1,3770871,0.000265190721188818,"BDI"
"Burundi",1977,1,3854445,0.000259440723632066,"BDI"
"Burundi",1978,1,3949266,0.000253211609448439,"BDI"
"Burundi",1979,1,4051234,0.000246838370728524,"BDI"
"Burundi",1980,1,4157298,0.000240540851293316,"BDI"
"Burundi",1981,1,4266520,0.000234383056917582,"BDI"
"Burundi",1982,1,4379724,0.000228324889878906,"BDI"
"Burundi",1983,3,4497533,0.000667032348623123,"BDI"
"Burundi",1984,1,4621103,0.000216398552466803,"BDI"
"Burundi",1985,1,4750837,0.000210489225372287,"BDI"
"Burundi",1986,1,4886743,0.000204635275478985,"BDI"
"Burundi",1987,1,5027138,0.000198920339962818,"BDI"
"Burundi",1988,1,5168698,0.000193472321269302,"BDI"
"Burundi",1989,1,5307069,0.00018842792509387,"BDI"
"Burundi",1990,1,5438957,0.000183858780277174,"BDI"
"Burundi",1991,1,5564926,0.000179696908817835,"BDI"
"Burundi",1992,2,5685565,0.000351768030090237,"BDI"
"Burundi",1993,2,5798053,0.000344943380131227,"BDI"
"Burundi",1994,2,5898967,0.000339042412001966,"BDI"
"Burundi",1995,2,5987043,0.000334054724510915,"BDI"
"Burundi",1996,2,6060111,0.000330026958252085,"BDI"
"Burundi",1997,2,6122130,0.000326683686886754,"BDI"
"Burundi",1998,2,6185562,0.000323333595233545,"BDI"
"Burundi",1999,2,6267124,0.000319125646787905,"BDI"
"Burundi",2000,2,6378871,0.000313535106761055,"BDI"
"Burundi",2001,2,6525545,0.000306487810596663,"BDI"
"Burundi",2002,2,6704113,0.0002983243271705,"BDI"
"Burundi",2003,2,6909154,0.000289471040882864,"BDI"
"Burundi",2004,2,7131693,0.000280438319484588,"BDI"
"Burundi",2005,2,7364862,0.00027155973866177,"BDI"
"Burundi",2006,2,7607849,0.00026288639535301,"BDI"
"Burundi",2007,3,7862214,0.000381571908370848,"BDI"
"Burundi",2008,5,8126102,0.000615301161614757,"BDI"
"Burundi",2009,5,8397668,0.000595403390560332,"BDI"
"Burundi",2010,5,8675602,0.000576328881845894,"BDI"
"Burundi",2011,8,8958406,0.000893016012000349,"BDI"
"Burundi",2012,5,9245988,0.000540775090774507,"BDI"
"Burundi",2013,5,9540289,0.000524093138059025,"BDI"
"Burundi",2014,5,9844297,0.00050790828435997,"BDI"
"Burundi",2015,5,10160030,0.000492124531128353,"BDI"
"Burundi",2016,5,10487998,0.000476735407462892,"BDI"
"Burundi",2017,5,10827024,0.000461807418178809,"BDI"
"Burundi",2018,5,11175378,0.000447412159123387,"BDI"
"Cameroon",1961,0,5285017,0,"CMR"
"Cameroon",1962,1,5398729,0.000185228782552338,"CMR"
"Cameroon",1963,1,5518104,0.000181221665992522,"CMR"
"Cameroon",1964,0,5643036,0,"CMR"
"Cameroon",1965,1,5773543,0.000173203871522218,"CMR"
"Cameroon",1966,1,5909882,0.000169208116168817,"CMR"
"Cameroon",1967,3,6052420,0.000495669500794723,"CMR"
"Cameroon",1968,12,6201413,0.00193504286845595,"CMR"
"Cameroon",1969,14,6357092,0.00220226480912971,"CMR"
"Cameroon",1970,17,6519762,0.00260745714337425,"CMR"
"Cameroon",1971,25,6689662,0.00373710958789846,"CMR"
"Cameroon",1972,26,6867178,0.00378612582927077,"CMR"
"Cameroon",1973,26,7052849,0.00368645351686957,"CMR"
"Cameroon",1974,26,7247287,0.00358754938227229,"CMR"
"Cameroon",1975,26,7451054,0.0034894392122242,"CMR"
"Cameroon",1976,27,7664406,0.00352277789041969,"CMR"
"Cameroon",1977,26,7887560,0.0032963299169832,"CMR"
"Cameroon",1978,27,8121084,0.00332467931620951,"CMR"
"Cameroon",1979,28,8365567,0.00334705346332173,"CMR"
"Cameroon",1980,32,8621406,0.00371169157327703,"CMR"
"Cameroon",1981,33,8888535,0.00371264780979093,"CMR"
"Cameroon",1982,35,9166816,0.00381811961754223,"CMR"
"Cameroon",1983,45,9456494,0.00475863464831681,"CMR"
"Cameroon",1984,55,9757841,0.0056364927446553,"CMR"
"Cameroon",1985,55,10070806,0.00546133050323877,"CMR"
"Cameroon",1986,80,10395480,0.00769565234120983,"CMR"
"Cameroon",1987,133,10731064,0.0123939247776362,"CMR"
"Cameroon",1988,45,11075422,0.00406305059978753,"CMR"
"Cameroon",1989,35,11425800,0.00306324283638782,"CMR"
"Cameroon",1990,35,11780088,0.00297111532613339,"CMR"
"Cameroon",1991,30,12137912,0.00247159478500091,"CMR"
"Cameroon",1992,25,12499499,0.00200008016321294,"CMR"
"Cameroon",1993,25,12864090,0.00194339436368993,"CMR"
"Cameroon",1994,65,13230984,0.00491271095180827,"CMR"
"Cameroon",1995,30,13599988,0.00220588429930968,"CMR"
"Cameroon",1996,100,13970813,0.00715777957947043,"CMR"
"Cameroon",1997,100,14344449,0.00697133783249534,"CMR"
"Cameroon",1998,100,14723768,0.00679173972314696,"CMR"
"Cameroon",1999,100,15112592,0.00661699859296142,"CMR"
"Cameroon",2000,100,15513945,0.00644581375014543,"CMR"
"Cameroon",2001,15,15928910,0.000941684019810521,"CMR"
"Cameroon",2002,69,16357602,0.00421822220640898,"CMR"
"Cameroon",2003,69,16800865,0.00410693139906785,"CMR"
"Cameroon",2004,75,17259322,0.00434547776558083,"CMR"
"Cameroon",2005,75,17733410,0.00422930502368129,"CMR"
"Cameroon",2006,75,18223674,0.004115525771587,"CMR"
"Cameroon",2007,75,18730282,0.0040042109349982,"CMR"
"Cameroon",2008,75,19252666,0.00389556438573235,"CMR"
"Cameroon",2009,75,19789919,0.00378980833625443,"CMR"
"Cameroon",2010,75,20341241,0.00368709067455619,"CMR"
"Cameroon",2011,75,20906388,0.00358742026599717,"CMR"
"Cameroon",2012,75,21485266,0.00349076432193113,"CMR"
"Cameroon",2013,65,22077298,0.00294420087095803,"CMR"
"Cameroon",2014,74,22681858,0.00326251932271157,"CMR"
"Cameroon",2015,70,23298368,0.00300450228960243,"CMR"
"Cameroon",2016,80,23926539,0.00334356757573672,"CMR"
"Cameroon",2017,65,24566045,0.0026459285570795,"CMR"
"Cameroon",2018,75,25216237,0.00297427407586628,"CMR"
"Canada",2003,2170,31644028,0.0685753406614354,"CAN"
"Canada",2004,2500,31940655,0.078270154447365,"CAN"
"Canada",2005,3065,32243753,0.0950571727801041,"CAN"
"Canada",2006,3205,32571174,0.0983998918798567,"CAN"
"Canada",2007,3570,32889025,0.1085468480747,"CAN"
"Canada",2008,3860,33247118,0.116100288752848,"CAN"
"Canada",2009,3725,33628895,0.11076783819391,"CAN"
"Canada",2010,4085,34004889,0.120129784867111,"CAN"
"Canada",2011,4245,34339328,0.123619192547973,"CAN"
"Canada",2012,4170,34714222,0.120123677264033,"CAN"
"Canada",2013,4230,35082954,0.120571374918999,"CAN"
"Canada",2014,4605,35437435,0.12994732829845,"CAN"
"Canada",2015,4495,35702908,0.125900108753046,"CAN"
"Canada",2016,4545,36109487,0.125867199387241,"CAN"
"Canada",2017,4550,36543321,0.124509756516109,"CAN"
"Canada",2018,4750,37057765,0.128178264393441,"CAN"
"Central African Republic",1961,2,1526066,0.00131055930739562,"CAF"
"Central African Republic",1962,2,1551910,0.00128873452713108,"CAF"
"Central African Republic",1963,2,1579370,0.00126632771294883,"CAF"
"Central African Republic",1964,3,1608616,0.00186495720544866,"CAF"
"Central African Republic",1965,3,1639706,0.00182959628128457,"CAF"
"Central African Republic",1966,4,1673019,0.00239088737187085,"CAF"
"Central African Republic",1967,4,1708302,0.00234150636128741,"CAF"
"Central African Republic",1968,5,1744194,0.00286665359472627,"CAF"
"Central African Republic",1969,6,1778861,0.0033729448225578,"CAF"
"Central African Republic",1970,7,1811144,0.00386496048906106,"CAF"
"Central African Republic",1971,8,1840518,0.00434660242388284,"CAF"
"Central African Republic",1972,9,1867782,0.00481854948810943,"CAF"
"Central African Republic",1973,10,1894853,0.00527745424051364,"CAF"
"Central African Republic",1974,11,1924388,0.00571610298962579,"CAF"
"Central African Republic",1975,12,1958367,0.00612755423268468,"CAF"
"Central African Republic",1976,11,1997014,0.0055082237781007,"CAF"
"Central African Republic",1977,11,2039919,0.0053923709715925,"CAF"
"Central African Republic",1978,12,2087663,0.00574805416391439,"CAF"
"Central African Republic",1979,12,2140777,0.00560544138880416,"CAF"
"Central African Republic",1980,14,2199356,0.00636549971900866,"CAF"
"Central African Republic",1981,17,2264442,0.00750736826114336,"CAF"
"Central African Republic",1982,18,2335333,0.00770768023232661,"CAF"
"Central African Republic",1983,18,2408317,0.00747409913229861,"CAF"
"Central African Republic",1984,13,2478382,0.00524535765672927,"CAF"
"Central African Republic",1985,15,2542169,0.00590047317861244,"CAF"
"Central African Republic",1986,17,2597761,0.00654409701277369,"CAF"
"Central African Republic",1987,16,2646840,0.00604494415982832,"CAF"
"Central African Republic",1988,18,2693973,0.00668158144123939,"CAF"
"Central African Republic",1989,25,2745734,0.00910503348102912,"CAF"
"Central African Republic",1990,19,2806734,0.00676943379743146,"CAF"
"Central African Republic",1991,20,2878509,0.00694804150343112,"CAF"
"Central African Republic",1992,20,2959236,0.00675850118071016,"CAF"
"Central African Republic",1993,20,3046149,0.0065656670110359,"CAF"
"Central African Republic",1994,25,3135015,0.00797444350346011,"CAF"
"Central African Republic",1995,15,3222656,0.00465454581562537,"CAF"
"Central African Republic",1996,10,3308233,0.00302276169786106,"CAF"
"Central African Republic",1997,10,3392436,0.00294773431245276,"CAF"
"Central African Republic",1998,10,3475492,0.00287729046707632,"CAF"
"Central African Republic",1999,19,3558014,0.00534005768386521,"CAF"
"Central African Republic",2000,21,3640427,0.00576855407346446,"CAF"
"Central African Republic",2001,12,3722018,0.00322405748709437,"CAF"
"Central African Republic",2002,10,3802128,0.00263010608795916,"CAF"
"Central African Republic",2003,4,3881181,0.00103061413523358,"CAF"
"Central African Republic",2004,25,3959875,0.00631333059755674,"CAF"
"Central African Republic",2005,25,4038382,0.00619059811578003,"CAF"
"Central African Republic",2006,25,4118069,0.00607080648721525,"CAF"
"Central African Republic",2007,25,4198010,0.00595520258408151,"CAF"
"Central African Republic",2008,25,4273366,0.00585018928872463,"CAF"
"Central African Republic",2009,25,4337625,0.00576352266505288,"CAF"
"Central African Republic",2010,30,4386768,0.00683874779792321,"CAF"
"Central African Republic",2011,30,4418636,0.00678942551502319,"CAF"
"Central African Republic",2012,30,4436415,0.00676221678990807,"CAF"
"Central African Republic",2013,35,4447942,0.00786880764182627,"CAF"
"Central African Republic",2014,20,4464175,0.00448011110675545,"CAF"
"Central African Republic",2015,19,4493170,0.0042286403585887,"CAF"
"Central African Republic",2016,4,4537687,0.000881506370977108,"CAF"
"Central African Republic",2017,4,4596028,0.000870316716956468,"CAF"
"Central African Republic",2018,3,4666377,0.000642897048395361,"CAF"
"Chile",2003,210,15849652,0.0132495022603651,"CHL"
"Chile",2004,220,16014971,0.0137371463238991,"CHL"
"Chile",2005,240,16182721,0.0148306332414679,"CHL"
"Chile",2006,235,16354504,0.0143691303631098,"CHL"
"Chile",2007,235,16530195,0.0142164082153901,"CHL"
"Chile",2008,225,16708258,0.0134663948809026,"CHL"
"Chile",2009,190,16886186,0.0112518007322672,"CHL"
"Chile",2010,230,17062536,0.0134798250389039,"CHL"
"Chile",2011,200,17233576,0.0116052524444143,"CHL"
"Chile",2012,165,17400347,0.00948256951427463,"CHL"
"Chile",2013,250,17571507,0.0142275787728395,"CHL"
"Chile",2014,210,17758959,0.011825017446124,"CHL"
"Chile",2015,205,17969353,0.0114083128090366,"CHL"
"Chile",2016,250,18209068,0.0137294231643267,"CHL"
"Chile",2017,215,18470439,0.0116402214370758,"CHL"
"Chile",2018,245,18729160,0.0130812059910856,"CHL"
"China",2003,117,1288400000,9.08103073579634e-05,"CHN"
"China",2004,156,1296075000,0.00012036340489555,"CHN"
"China",2005,222,1303720000,0.000170281962384561,"CHN"
